DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE
GDSC1,342,15814969,949154,OMC-1,SIDM00240,CESC,3,Rapamycin,MTORC1,PI3K/MTOR signaling,1045,Y,0.000391,0.1,-1.550754,0.924129,0.221459,0.351214
GDSC1,342,15815062,949154,OMC-1,SIDM00240,CESC,9,MG-132,"Proteasome, CAPN1",Protein stability and degradation,1045,Y,0.003906,1.0,1.35343,0.95335,0.054507,0.99407
GDSC1,342,15814743,949154,OMC-1,SIDM00240,CESC,11,Paclitaxel,Microtubule stabiliser,Mitosis,1045,Y,0.0004,0.1024,-2.280842,0.868463,0.089595,0.390504
GDSC1,342,15814982,949154,OMC-1,SIDM00240,CESC,32,Tozasertib,"AURKA, AURKB, AURKC, others",Mitosis,1045,Y,0.007813,2.0,3.461466,0.986577,0.033935,1.231961
GDSC1,342,15815012,949154,OMC-1,SIDM00240,CESC,41,S-Trityl-L-cysteine,KIF11,Mitosis,1045,Y,0.02,5.12,3.186337,0.960592,0.049385,1.238834
GDSC1,342,15815039,949154,OMC-1,SIDM00240,CESC,53,CGP-60474,"CDK1,CDK2,CDK5,CDK7,CDK9, PKC",Cell cycle,1045,Y,0.001,0.256,-2.302377,0.767123,0.125514,-0.170558
GDSC1,342,15815040,949154,OMC-1,SIDM00240,CESC,54,CGP-082996,CDK4,Cell cycle,1045,Y,0.02,5.12,3.547635,0.971163,0.076886,0.700634
GDSC1,342,15815052,949154,OMC-1,SIDM00240,CESC,60,BI-2536,"PLK1, PLK2, PLK3",Cell cycle,1045,Y,0.001,0.256,-0.801269,0.912206,0.070966,0.654135
GDSC1,342,15815057,949154,OMC-1,SIDM00240,CESC,83,JW-7-52-1,MTOR,PI3K/MTOR signaling,1045,Y,0.004687,1.2,-2.515063,0.511717,0.124109,-0.501501
GDSC1,342,15815058,949154,OMC-1,SIDM00240,CESC,86,A-443654,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.004,1.024,-1.44377,0.696741,0.077469,-0.534075
GDSC1,342,15815059,949154,OMC-1,SIDM00240,CESC,87,GW843682X,PLK1,Cell cycle,1045,Y,0.001,0.256,-0.783584,0.913371,0.016863,0.905752
GDSC1,342,15815064,949154,OMC-1,SIDM00240,CESC,94,TGX221,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.039063,10.0,5.074911,0.986626,0.026817,1.038676
GDSC1,342,15814718,949154,OMC-1,SIDM00240,CESC,104,Bortezomib,Proteasome,Protein stability and degradation,1045,Y,7.8e-05,0.02,-5.415968,0.691603,0.069364,0.117881
GDSC1,342,15814744,949154,OMC-1,SIDM00240,CESC,110,Seliciclib,"CDK2, CDK7, CDK9",Cell cycle,1045,Y,0.0625,16.0,5.434784,0.985216,0.026388,1.559307
GDSC1,342,15814790,949154,OMC-1,SIDM00240,CESC,127,GSK269962A,"ROCK1, ROCK2",Cytoskeleton,1045,Y,0.009766,2.5,3.688617,0.986626,0.026817,1.238236
GDSC1,342,15583795,687505,C-33-A,SIDM00889,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-3.128838,0.439302,0.129773,-0.823734
GDSC1,342,15584141,687506,C-4-I,SIDM00905,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-2.490493,0.54056,0.066852,-0.437944
GDSC1,342,15584467,687514,ME-180,SIDM00627,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-1.950387,0.619977,0.261009,-0.111527
GDSC1,342,15607353,724839,SW756,SIDM01174,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-1.087293,0.733501,0.099448,0.410092
GDSC1,342,15667882,906824,Ca-Ski,SIDM00923,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-3.021661,0.459023,0.056738,-0.758961
GDSC1,342,15673675,906843,DoTc2-4510,SIDM00864,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-3.270469,0.416175,0.108555,-0.909331
GDSC1,342,15689792,907068,HT-3,SIDM00679,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-2.019051,0.613921,0.081863,-0.153024
GDSC1,342,15795993,924107,CAL-39,SIDM00935,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-2.237014,0.581186,0.077372,-0.284752
GDSC1,342,15805236,930297,SiHa,SIDM01093,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,2.14187,0.96864,0.03814,2.361667
GDSC1,342,15805580,930298,SKG-IIIa,SIDM00381,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-1.125155,0.721482,0.047638,0.38721
GDSC1,342,15814791,949154,OMC-1,SIDM00240,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-1.887183,0.632376,0.115107,-0.073329
GDSC1,342,15840209,1240179,MS751,SIDM00638,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-1.000108,0.778067,0.047745,0.462783
GDSC1,342,15849371,1240212,SISO,SIDM00394,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-2.663604,0.513792,0.10178,-0.542566
GDSC1,342,15864644,1298134,HeLa,SIDM00846,CESC,133,Doxorubicin,Anthracycline,DNA replication,1045,Y,0.004,1.024,-1.961332,0.630855,0.159063,-0.118141
GDSC1,342,15583796,687505,C-33-A,SIDM00889,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,-0.386108,0.438326,0.112788,-0.995314
GDSC1,342,15584142,687506,C-4-I,SIDM00905,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,0.354411,0.555574,0.058428,-0.616795
GDSC1,342,15584468,687514,ME-180,SIDM00627,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,0.02449,0.503725,0.086441,-0.785435
GDSC1,342,15607354,724839,SW756,SIDM01174,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,1.231001,0.677285,0.059692,-0.168723
GDSC1,342,15667883,906824,Ca-Ski,SIDM00923,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,0.808761,0.620142,0.092222,-0.384552
GDSC1,342,15673676,906843,DoTc2-4510,SIDM00864,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,0.065304,0.510546,0.034917,-0.764573
GDSC1,342,15689793,907068,HT-3,SIDM00679,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,0.202105,0.531842,0.084627,-0.694647
GDSC1,342,15795994,924107,CAL-39,SIDM00935,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,1.489935,0.727461,0.17149,-0.036367
GDSC1,342,15805237,930297,SiHa,SIDM01093,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,4.988814,0.971001,0.13985,1.752098
GDSC1,342,15805581,930298,SKG-IIIa,SIDM00381,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,3.226886,0.879808,0.052261,0.851482
GDSC1,342,15814792,949154,OMC-1,SIDM00240,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,2.897088,0.879423,0.073791,0.682904
GDSC1,342,15840210,1240179,MS751,SIDM00638,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,0.508746,0.585197,0.053192,-0.537906
GDSC1,342,15849372,1240212,SISO,SIDM00394,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,-0.958603,0.347534,0.093827,-1.287947
GDSC1,342,15864645,1298134,HeLa,SIDM00846,CESC,134,Etoposide,TOP2,DNA replication,1045,Y,0.0625,16.0,0.1806,0.530302,0.09083,-0.705639
GDSC1,342,15583797,687505,C-33-A,SIDM00889,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-5.102614,0.163438,0.095811,-1.017583
GDSC1,342,15584143,687506,C-4-I,SIDM00905,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-3.100152,0.444915,0.098606,-0.278022
GDSC1,342,15584469,687514,ME-180,SIDM00627,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-2.978483,0.46511,0.122829,-0.233087
GDSC1,342,15607355,724839,SW756,SIDM01174,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-4.257625,0.285936,0.223405,-0.705507
GDSC1,342,15667884,906824,Ca-Ski,SIDM00923,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-4.43605,0.259984,0.141954,-0.771404
GDSC1,342,15673677,906843,DoTc2-4510,SIDM00864,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-5.34704,0.135372,0.117108,-1.107855
GDSC1,342,15689794,907068,HT-3,SIDM00679,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-1.511648,0.689407,0.047645,0.308653
GDSC1,342,15795995,924107,CAL-39,SIDM00935,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,1.343317,0.95791,0.054095,1.363064
GDSC1,342,15805238,930297,SiHa,SIDM01093,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,3.105546,0.98569,0.027014,2.013901
GDSC1,342,15805582,930298,SKG-IIIa,SIDM00381,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-1.131568,0.720695,0.174605,0.449026
GDSC1,342,15814793,949154,OMC-1,SIDM00240,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-1.281778,0.719175,0.247873,0.39355
GDSC1,342,15840211,1240179,MS751,SIDM00638,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-2.302042,0.574901,0.185726,0.01674
GDSC1,342,15849373,1240212,SISO,SIDM00394,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-4.674202,0.210577,0.145288,-0.859359
GDSC1,342,15864646,1298134,HeLa,SIDM00846,CESC,135,Gemcitabine,Pyrimidine antimetabolite,DNA replication,1045,Y,0.004,1.024,-1.754192,0.664218,0.161801,0.219075
GDSC1,342,15583799,687505,C-33-A,SIDM00889,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-0.706008,0.387958,0.065627,0.026546
GDSC1,342,15584144,687506,C-4-I,SIDM00905,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-1.763865,0.239339,0.034298,-0.642466
GDSC1,342,15584471,687514,ME-180,SIDM00627,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-2.777379,0.138656,0.035234,-1.283434
GDSC1,342,15607357,724839,SW756,SIDM01174,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-0.412814,0.438983,0.089633,0.211969
GDSC1,342,15667886,906824,Ca-Ski,SIDM00923,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-2.736095,0.145778,0.082895,-1.257325
GDSC1,342,15673678,906843,DoTc2-4510,SIDM00864,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-1.736316,0.235616,0.06577,-0.625043
GDSC1,342,15689796,907068,HT-3,SIDM00679,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-3.141152,0.09741,0.144259,-1.513492
GDSC1,342,15795997,924107,CAL-39,SIDM00935,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-2.597354,0.140089,0.029385,-1.169582
GDSC1,342,15805240,930297,SiHa,SIDM01093,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,0.880661,0.629921,0.128272,1.02999
GDSC1,342,15805584,930298,SKG-IIIa,SIDM00381,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-0.880413,0.375567,0.108416,-0.083751
GDSC1,342,15814795,949154,OMC-1,SIDM00240,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-0.800442,0.376791,0.087304,-0.033176
GDSC1,342,15840213,1240179,MS751,SIDM00638,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-1.605652,0.242202,0.110221,-0.542408
GDSC1,342,15849375,1240212,SISO,SIDM00394,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-3.993935,0.041819,0.052909,-2.05281
GDSC1,342,15864648,1298134,HeLa,SIDM00846,CESC,136,Mitomycin-C,DNA crosslinker,DNA replication,1045,Y,0.0625,16.0,-1.194357,0.304358,0.126557,-0.282297
GDSC1,342,15583819,687505,C-33-A,SIDM00889,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-4.61838,0.642459,0.164487,-0.476447
GDSC1,342,15584152,687506,C-4-I,SIDM00905,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-4.409859,0.670622,0.110391,-0.348332
GDSC1,342,15584493,687514,ME-180,SIDM00627,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-3.97827,0.724022,0.119567,-0.083166
GDSC1,342,15607377,724839,SW756,SIDM01174,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-2.825872,0.846221,0.151132,0.624863
GDSC1,342,15667906,906824,Ca-Ski,SIDM00923,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-4.165959,0.696751,0.111016,-0.198481
GDSC1,342,15673691,906843,DoTc2-4510,SIDM00864,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-5.508631,0.502072,0.068037,-1.023415
GDSC1,342,15689816,907068,HT-3,SIDM00679,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-3.295377,0.817395,0.287365,0.336401
GDSC1,342,15796019,924107,CAL-39,SIDM00935,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-5.403113,0.518858,0.07278,-0.958584
GDSC1,342,15805260,930297,SiHa,SIDM01093,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-1.917017,0.917071,0.05521,1.183261
GDSC1,342,15805604,930298,SKG-IIIa,SIDM00381,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-2.4387,0.868991,0.104358,0.862741
GDSC1,342,15814815,949154,OMC-1,SIDM00240,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-1.009553,0.966413,0.084867,1.740803
GDSC1,342,15840233,1240179,MS751,SIDM00638,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-5.228321,0.549228,0.145768,-0.851193
GDSC1,342,15849394,1240212,SISO,SIDM00394,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-5.003242,0.583427,0.143132,-0.712905
GDSC1,342,15864668,1298134,HeLa,SIDM00846,CESC,140,Vinorelbine,Microtubule destabiliser,Mitosis,1045,Y,0.00025,0.064,-3.589262,0.802308,0.09652,0.155839
GDSC1,342,15583865,687505,C-33-A,SIDM00889,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,1.328719,0.705753,0.049295,-0.842935
GDSC1,342,15584196,687506,C-4-I,SIDM00905,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,5.047995,0.980462,0.042353,2.13091
GDSC1,342,15584539,687514,ME-180,SIDM00627,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,1.815346,0.758703,0.0735,-0.453839
GDSC1,342,15607423,724839,SW756,SIDM01174,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,5.800071,0.983881,0.029716,2.732252
GDSC1,342,15667952,906824,Ca-Ski,SIDM00923,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,1.727217,0.745039,0.0382,-0.524305
GDSC1,342,15673733,906843,DoTc2-4510,SIDM00864,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,3.270869,0.919897,0.01781,0.709963
GDSC1,342,15689862,907068,HT-3,SIDM00679,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,3.066913,0.897012,0.039612,0.546884
GDSC1,342,15796064,924107,CAL-39,SIDM00935,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,2.745792,0.873861,0.048032,0.290123
GDSC1,342,15805306,930297,SiHa,SIDM01093,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,5.282955,0.977124,0.040528,2.318779
GDSC1,342,15805650,930298,SKG-IIIa,SIDM00381,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,5.946212,0.981824,0.031009,2.849103
GDSC1,342,15814861,949154,OMC-1,SIDM00240,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,2.481651,0.840929,0.034268,0.078922
GDSC1,342,15840279,1240179,MS751,SIDM00638,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,3.637168,0.955188,0.031897,1.002846
GDSC1,342,15849440,1240212,SISO,SIDM00394,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,3.222918,0.917225,0.032082,0.671622
GDSC1,342,15864714,1298134,HeLa,SIDM00846,CESC,152,CP466722,ATM,Genome integrity,1045,Y,0.0625,16.0,2.897481,0.906922,0.015835,0.41141
GDSC1,342,15583874,687505,C-33-A,SIDM00889,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,3.522397,0.976023,0.096188,0.864107
GDSC1,342,15584202,687506,C-4-I,SIDM00905,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,3.417946,0.969546,0.080372,0.787223
GDSC1,342,15584548,687514,ME-180,SIDM00627,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,3.188555,0.955007,0.056115,0.618373
GDSC1,342,15607432,724839,SW756,SIDM01174,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,4.071825,0.974186,0.120114,1.268531
GDSC1,342,15667961,906824,Ca-Ski,SIDM00923,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,0.553623,0.740757,0.081605,-1.321149
GDSC1,342,15673737,906843,DoTc2-4510,SIDM00864,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,1.739362,0.890223,0.055251,-0.448349
GDSC1,342,15689871,907068,HT-3,SIDM00679,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,3.926943,0.981292,0.267576,1.161886
GDSC1,342,15796073,924107,CAL-39,SIDM00935,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,0.507454,0.748904,0.147384,-1.355133
GDSC1,342,15805315,930297,SiHa,SIDM01093,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,4.404931,0.98152,0.148153,1.513723
GDSC1,342,15805659,930298,SKG-IIIa,SIDM00381,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,3.368198,0.948099,0.073477,0.750605
GDSC1,342,15814870,949154,OMC-1,SIDM00240,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,3.554383,0.971333,0.070795,0.887652
GDSC1,342,15840288,1240179,MS751,SIDM00638,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,3.658017,0.987677,0.074472,0.963935
GDSC1,342,15849449,1240212,SISO,SIDM00394,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,1.923717,0.905644,0.07686,-0.31265
GDSC1,342,15864723,1298134,HeLa,SIDM00846,CESC,156,AZD6482,PI3Kbeta,PI3K/MTOR signaling,1045,Y,0.02,5.12,2.932639,0.971416,0.063713,0.429998
GDSC1,342,15583876,687505,C-33-A,SIDM00889,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,0.855463,0.870269,0.198381,-0.967141
GDSC1,342,15584204,687506,C-4-I,SIDM00905,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,1.221361,0.894958,0.146325,-0.624736
GDSC1,342,15584550,687514,ME-180,SIDM00627,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,3.202744,0.974762,0.071254,1.229431
GDSC1,342,15607434,724839,SW756,SIDM01174,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,3.239389,0.971194,0.025165,1.263722
GDSC1,342,15667963,906824,Ca-Ski,SIDM00923,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,2.171935,0.939112,0.101862,0.264806
GDSC1,342,15689873,907068,HT-3,SIDM00679,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,0.959893,0.874345,0.214307,-0.869416
GDSC1,342,15796075,924107,CAL-39,SIDM00935,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,0.792308,0.862572,0.058536,-1.026242
GDSC1,342,15805317,930297,SiHa,SIDM01093,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,3.573765,0.97931,0.078057,1.57663
GDSC1,342,15805661,930298,SKG-IIIa,SIDM00381,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,2.443605,0.939081,0.153489,0.519033
GDSC1,342,15814872,949154,OMC-1,SIDM00240,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,3.687397,0.986319,0.061857,1.682967
GDSC1,342,15840290,1240179,MS751,SIDM00638,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,1.914067,0.960067,0.037118,0.023494
GDSC1,342,15849451,1240212,SISO,SIDM00394,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,0.905459,0.878445,0.069523,-0.920355
GDSC1,342,15864725,1298134,HeLa,SIDM00846,CESC,158,PF-562271,"FAK, FAK2",Cytoskeleton,1045,Y,0.01,2.56,1.739781,0.951416,0.043912,-0.139601
GDSC1,342,15583884,687505,C-33-A,SIDM00889,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,2.350776,0.96247,0.164312,0.063372
GDSC1,342,15584212,687506,C-4-I,SIDM00905,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,1.648341,0.924229,0.199381,-0.634884
GDSC1,342,15584558,687514,ME-180,SIDM00627,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,0.827669,0.850689,0.059486,-1.450674
GDSC1,342,15607442,724839,SW756,SIDM01174,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,3.807407,0.981661,0.025121,1.511339
GDSC1,342,15667971,906824,Ca-Ski,SIDM00923,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,1.011501,0.86373,0.106053,-1.267936
GDSC1,342,15673746,906843,DoTc2-4510,SIDM00864,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,0.876109,0.875145,0.070859,-1.402522
GDSC1,342,15689880,907068,HT-3,SIDM00679,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,2.29049,0.956268,0.202558,0.003445
GDSC1,342,15796083,924107,CAL-39,SIDM00935,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,2.643257,0.970323,0.075954,0.354114
GDSC1,342,15805325,930297,SiHa,SIDM01093,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,3.039088,0.96816,0.106324,0.747589
GDSC1,342,15805669,930298,SKG-IIIa,SIDM00381,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,3.508113,0.971475,0.072071,1.213824
GDSC1,342,15814881,949154,OMC-1,SIDM00240,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,1.352425,0.901902,0.105888,-0.92904
GDSC1,342,15840298,1240179,MS751,SIDM00638,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,2.896063,0.986654,0.066781,0.605416
GDSC1,342,15849459,1240212,SISO,SIDM00394,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,1.300347,0.910844,0.094825,-0.980808
GDSC1,342,15864733,1298134,HeLa,SIDM00846,CESC,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1045,Y,0.01,2.56,2.765686,0.98413,0.045057,0.475814
GDSC1,342,15583885,687505,C-33-A,SIDM00889,CESC,172,Embelin,XIAP,Apoptosis regulation,1045,Y,0.125,32.0,2.655033,0.791002,0.158778,-0.238424
GDSC1,342,15584213,687506,C-4-I,SIDM00905,CESC,172,Embelin,XIAP,Apoptosis regulation,1045,Y,0.125,32.0,2.777883,0.800195,0.066405,-0.118789
GDSC1,342,15584559,687514,ME-180,SIDM00627,CESC,172,Embelin,XIAP,Apoptosis regulation,1045,Y,0.125,32.0,3.332123,0.848696,0.126687,0.42095
GDSC1,342,15607443,724839,SW756,SIDM01174,CESC,172,Embelin,XIAP,Apoptosis regulation,1045,Y,0.125,32.0,2.766225,0.782548,0.170363,-0.130141
GDSC1,342,15667972,906824,Ca-Ski,SIDM00923,CESC,172,Embelin,XIAP,Apoptosis regulation,1045,Y,0.125,32.0,3.178512,0.830455,0.101829,0.271358
GDSC1,342,15673747,906843,DoTc2-4510,SIDM00864,CESC,172,Embelin,XIAP,Apoptosis regulation,1045,Y,0.125,32.0,2.722938,0.801912,0.073674,-0.172297
