gene,tissue_id,tissue,cell_type_id,cell_type,n_cells,mean_expr,pct_cells,tpc
PITX1,UBERON:0000004,nose,CL:0000000,cell,29162,1.8240906937967218,0.093928862462919,0.0935267026721915
PITX1,UBERON:0000004,nose,CL:0000034,stem cell,3492,1.7995306235681559,0.09077910936646996,0.01119934317712409
PITX1,UBERON:0000004,nose,CL:0000036,epithelial fate stem cell,3492,1.7995306235681559,0.09077910936646996,0.01119934317712409
PITX1,UBERON:0000004,nose,CL:0000057,fibroblast,7,2.2838901792253767,0.03070175438596491,2.245000064142859e-05
PITX1,UBERON:0000004,nose,CL:0000064,ciliated cell,2329,1.7992459629266853,0.05684231079003246,0.007469435927698169
PITX1,UBERON:0000004,nose,CL:0000066,epithelial cell,24178,1.8359068031888495,0.1121017808873372,0.07754230221549435
PITX1,UBERON:0000004,nose,CL:0000067,ciliated epithelial cell,737,1.811288737862534,0.06484251275734647,0.002363664353247553
PITX1,UBERON:0000004,nose,CL:0000068,duct epithelial cell,61,1.6690437441966572,0.04670750382848392,0.00019563571987530628
PITX1,UBERON:0000004,nose,CL:0000071,blood vessel endothelial cell,2,2.4070029258728027,0.0035087719298245615,6.414285897551026e-06
PITX1,UBERON:0000004,nose,CL:0000076,squamous epithelial cell,812,2.2011885619515854,0.3879598662207358,0.0026042000744057165
PITX1,UBERON:0000004,nose,CL:0000079,stratified epithelial cell,416,2.086485055776743,0.5073170731707317,0.0013341714666906133
PITX1,UBERON:0000004,nose,CL:0000081,blood cell,1,1.9956902265548706,0.0022522522522522522,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000082,epithelial cell of lung,99,1.7655504014756944,0.05082135523613963,0.0003175071519287758
PITX1,UBERON:0000004,nose,CL:0000084,T cell,69,1.7981541951497395,0.00869894099848714,0.00022129286346551038
PITX1,UBERON:0000004,nose,CL:0000094,granulocyte,1,1.9956902265548706,0.0022522522522522522,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000097,mast cell,4,2.566558361053467,0.007042253521126761,1.2828571795102052e-05
PITX1,UBERON:0000004,nose,CL:0000113,mononuclear phagocyte,320,1.801197624206543,0.02954482503923922,0.001026285743608164
PITX1,UBERON:0000004,nose,CL:0000115,endothelial cell,2,2.4070029258728027,0.0035087719298245615,6.414285897551026e-06
PITX1,UBERON:0000004,nose,CL:0000145,professional antigen presenting cell,358,1.7658024793230622,0.024299192289418313,0.0011481571756616336
PITX1,UBERON:0000004,nose,CL:0000148,melanocyte,2,1.5928113460540771,0.02564102564102564,6.414285897551026e-06
PITX1,UBERON:0000004,nose,CL:0000150,glandular epithelial cell,12618,1.8241051350253605,0.11610018218288216,0.04046772972764942
PITX1,UBERON:0000004,nose,CL:0000151,secretory cell,19541,1.80871269062484,0.11543391834974569,0.0626707803620223
PITX1,UBERON:0000004,nose,CL:0000158,club cell,4025,1.8038994565217392,0.13759742923560783,0.012908750368821439
PITX1,UBERON:0000004,nose,CL:0000159,seromucus secreting cell,12017,1.8270105306544895,0.11384586234664393,0.038540236815435336
PITX1,UBERON:0000004,nose,CL:0000160,goblet cell,11949,1.826717978491924,0.11592417245527573,0.0383221510949186
PITX1,UBERON:0000004,nose,CL:0000234,phagocyte,320,1.801197624206543,0.02954482503923922,0.001026285743608164
PITX1,UBERON:0000004,nose,CL:0000235,macrophage,5,1.898671531677246,0.007374631268436578,1.6035714743877563e-05
PITX1,UBERON:0000004,nose,CL:0000236,B cell,56,1.6732219968523299,0.004976450724251311,0.00017960000513142873
PITX1,UBERON:0000004,nose,CL:0000237,keratinizing barrier epithelial cell,416,2.086485055776743,0.5073170731707317,0.0013341714666906133
PITX1,UBERON:0000004,nose,CL:0000240,stratified squamous epithelial cell,416,2.086485055776743,0.5073170731707317,0.0013341714666906133
PITX1,UBERON:0000004,nose,CL:0000313,serous secreting cell,44,1.8670664700594815,0.020128087831655993,0.00014111428974612257
PITX1,UBERON:0000004,nose,CL:0000319,mucus secreting cell,11973,1.826863372275119,0.11582776267546363,0.038399122525689215
PITX1,UBERON:0000004,nose,CL:0000442,follicular dendritic cell,1,2.382582426071167,0.02040816326530612,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000451,dendritic cell,297,1.787369956071128,0.06537530266343826,0.0009525214557863273
PITX1,UBERON:0000004,nose,CL:0000453,Langerhans cell,1,1.6916993856430054,0.0024330900243309003,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000492,CD4-positive helper T cell,1,1.460213303565979,0.008403361344537815,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000542,lymphocyte,161,1.7407126100907415,0.007277822981647229,0.0005163500147528575
PITX1,UBERON:0000004,nose,CL:0000576,monocyte,18,2.002279281616211,0.0032085561497326204,5.772857307795923e-05
PITX1,UBERON:0000004,nose,CL:0000583,alveolar macrophage,3,1.7302017211914062,0.1875,9.621428846326538e-06
PITX1,UBERON:0000004,nose,CL:0000622,acinar cell,9,1.5833914015028212,0.030100334448160536,2.8864286538979616e-05
PITX1,UBERON:0000004,nose,CL:0000623,natural killer cell,4,1.8114553689956665,0.0036003600360036,1.2828571795102052e-05
PITX1,UBERON:0000004,nose,CL:0000624,"CD4-positive, alpha-beta T cell",9,1.7004108428955078,0.005917159763313609,2.8864286538979616e-05
PITX1,UBERON:0000004,nose,CL:0000625,"CD8-positive, alpha-beta T cell",39,1.801404512845553,0.008376288659793814,0.000125078575002245
PITX1,UBERON:0000004,nose,CL:0000646,basal cell,3492,1.7995306235681559,0.09077910936646996,0.01119934317712409
PITX1,UBERON:0000004,nose,CL:0000723,somatic stem cell,3492,1.7995306235681559,0.09077910936646996,0.01119934317712409
PITX1,UBERON:0000004,nose,CL:0000738,leukocyte,488,1.7868110781810322,0.01433312773518959,0.0015650857590024502
PITX1,UBERON:0000004,nose,CL:0000763,myeloid cell,36,2.0196719699435763,0.004066877541798464,0.00011545714615591847
PITX1,UBERON:0000004,nose,CL:0000766,myeloid leukocyte,36,2.0196719699435763,0.004066877541798464,0.00011545714615591847
PITX1,UBERON:0000004,nose,CL:0000775,neutrophil,1,1.9956902265548706,0.0022522522522522522,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000782,myeloid dendritic cell,7,1.8885974884033203,0.006134969325153374,2.245000064142859e-05
PITX1,UBERON:0000004,nose,CL:0000784,plasmacytoid dendritic cell,1,2.079179048538208,0.0047169811320754715,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000785,mature B cell,54,1.6435408415617767,0.005726405090137858,0.00017318571923387769
PITX1,UBERON:0000004,nose,CL:0000786,plasma cell,32,1.7261196374893188,0.017524644030668127,0.00010262857436081642
PITX1,UBERON:0000004,nose,CL:0000787,memory B cell,30,1.6396681467692058,0.004507888805409466,9.621428846326538e-05
PITX1,UBERON:0000004,nose,CL:0000788,naive B cell,24,1.6483817100524902,0.008648648648648649,7.69714307706123e-05
PITX1,UBERON:0000004,nose,CL:0000789,alpha-beta T cell,54,1.7815653483072917,0.008320493066255779,0.00017318571923387769
PITX1,UBERON:0000004,nose,CL:0000791,mature alpha-beta T cell,54,1.7815653483072917,0.008320493066255779,0.00017318571923387769
PITX1,UBERON:0000004,nose,CL:0000798,gamma-delta T cell,3,1.7529994646708171,0.012345679012345678,9.621428846326538e-06
PITX1,UBERON:0000004,nose,CL:0000813,memory T cell,37,1.811241356102196,0.008329581269698334,0.00011866428910469398
PITX1,UBERON:0000004,nose,CL:0000814,mature NK T cell,2,1.7678132057189941,0.019801980198019802,6.414285897551026e-06
PITX1,UBERON:0000004,nose,CL:0000842,mononuclear cell,481,1.7809520570751038,0.01459654659666798,0.0015426357583610216
PITX1,UBERON:0000004,nose,CL:0000860,classical monocyte,3,2.5695885022481284,0.014285714285714285,9.621428846326538e-06
PITX1,UBERON:0000004,nose,CL:0000861,elicited macrophage,1,2.269341230392456,0.002173913043478261,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000864,tissue-resident macrophage,3,1.7302017211914062,0.1875,9.621428846326538e-06
PITX1,UBERON:0000004,nose,CL:0000890,alternatively activated macrophage,1,2.269341230392456,0.002173913043478261,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000897,"CD4-positive, alpha-beta memory T cell",7,1.7471707207815987,0.006357856494096276,2.245000064142859e-05
PITX1,UBERON:0000004,nose,CL:0000898,naive T cell,3,1.6144237518310547,0.0037359900373599006,9.621428846326538e-06
PITX1,UBERON:0000004,nose,CL:0000909,"CD8-positive, alpha-beta memory T cell",30,1.826191202799479,0.008979347500748278,9.621428846326538e-05
PITX1,UBERON:0000004,nose,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",1,1.9269522428512573,0.0012594458438287153,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0000939,"CD16-positive, CD56-dim natural killer cell, human",3,1.772956371307373,0.00946372239747634,9.621428846326538e-06
PITX1,UBERON:0000004,nose,CL:0000940,mucosal invariant T cell,4,1.7776063680648804,0.018867924528301886,1.2828571795102052e-05
PITX1,UBERON:0000004,nose,CL:0000945,lymphocyte of B lineage,88,1.69245754588734,0.00672834314550042,0.00028222857949224513
PITX1,UBERON:0000004,nose,CL:0000946,antibody secreting cell,32,1.7261196374893188,0.017524644030668127,0.00010262857436081642
PITX1,UBERON:0000004,nose,CL:0000988,hematopoietic cell,488,1.7868110781810322,0.01433312773518959,0.0015650857590024502
PITX1,UBERON:0000004,nose,CL:0000990,conventional dendritic cell,8,1.8639851808547974,0.005154639175257732,2.5657143590204104e-05
PITX1,UBERON:0000004,nose,CL:0001065,innate lymphoid cell,4,1.8114553689956665,0.0036003600360036,1.2828571795102052e-05
PITX1,UBERON:0000004,nose,CL:0001067,group 1 innate lymphoid cell,4,1.8114553689956665,0.0036003600360036,1.2828571795102052e-05
PITX1,UBERON:0000004,nose,CL:0002038,T follicular helper cell,1,1.460213303565979,0.008403361344537815,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0002075,brush cell of trachebronchial tree,5,1.7742904663085937,0.0684931506849315,1.6035714743877563e-05
PITX1,UBERON:0000004,nose,CL:0002076,endo-epithelial cell,17293,1.8057735608338634,0.10787964990424145,0.05546112301317494
PITX1,UBERON:0000004,nose,CL:0002139,endothelial cell of vascular tree,2,2.4070029258728027,0.0035087719298245615,6.414285897551026e-06
PITX1,UBERON:0000004,nose,CL:0002145,ciliated columnar cell of tracheobronchial tree,277,1.8952332644686372,0.05951869359690589,0.000888378596810817
PITX1,UBERON:0000004,nose,CL:0002178,epithelial cell of stomach,68,1.6187605016371782,0.0114247311827957,0.00021808572051673487
PITX1,UBERON:0000004,nose,CL:0002204,brush cell,5,1.7742904663085937,0.0684931506849315,1.6035714743877563e-05
PITX1,UBERON:0000004,nose,CL:0002207,brush cell of trachea,4,1.8581135272979736,0.09523809523809523,1.2828571795102052e-05
PITX1,UBERON:0000004,nose,CL:0002241,pulmonary interstitial fibroblast,6,2.2855350176493325,0.09230769230769231,1.9242857692653075e-05
PITX1,UBERON:0000004,nose,CL:0002320,connective tissue cell,7,2.2838901792253767,0.03070175438596491,2.245000064142859e-05
PITX1,UBERON:0000004,nose,CL:0002328,bronchial epithelial cell,1,1.752843976020813,0.25,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:0002368,respiratory epithelial cell,17225,1.8065119285195936,0.111599188840729,0.055243037292658205
PITX1,UBERON:0000004,nose,CL:0002370,respiratory goblet cell,11949,1.826717978491924,0.11592417245527573,0.0383221510949186
PITX1,UBERON:0000004,nose,CL:0002399,CD1c-positive myeloid dendritic cell,7,1.8885974884033203,0.006134969325153374,2.245000064142859e-05
PITX1,UBERON:0000004,nose,CL:0002419,mature T cell,57,1.7727683887147068,0.00781571369806664,0.00018280714808020424
PITX1,UBERON:0000004,nose,CL:0002480,nasal mucosa goblet cell,4767,1.901935875878435,0.12824858757062146,0.01528845043681287
PITX1,UBERON:0000004,nose,CL:0002543,vein endothelial cell,2,2.4070029258728027,0.0035087719298245615,6.414285897551026e-06
PITX1,UBERON:0000004,nose,CL:0002553,fibroblast of lung,7,2.2838901792253767,0.03070175438596491,2.245000064142859e-05
PITX1,UBERON:0000004,nose,CL:0002632,epithelial cell of lower respiratory tract,14030,1.7841384811564505,0.10947851396377767,0.04499621557132044
PITX1,UBERON:0000004,nose,CL:0002633,respiratory basal cell,3492,1.7995306235681559,0.09077910936646996,0.01119934317712409
PITX1,UBERON:0000004,nose,CL:0005006,ionocyte,116,1.7807047613735856,0.04653028479743281,0.0003720285820579595
PITX1,UBERON:0000004,nose,CL:0005012,multi-ciliated epithelial cell,737,1.811288737862534,0.06484251275734647,0.002363664353247553
PITX1,UBERON:0000004,nose,CL:0011026,progenitor cell,4043,1.804782668346525,0.11597154494865469,0.012966478941899399
PITX1,UBERON:0000004,nose,CL:0011115,precursor cell,7535,1.802348674933643,0.10275607194970612,0.02416582211902349
PITX1,UBERON:0000004,nose,CL:0017000,pulmonary ionocyte,99,1.7655504014756944,0.05082135523613963,0.0003175071519287758
PITX1,UBERON:0000004,nose,CL:0019001,tracheobronchial serous cell,8,1.9818787574768066,0.08,2.5657143590204104e-05
PITX1,UBERON:0000004,nose,CL:0019003,tracheobronchial goblet cell,7182,1.7767926489400585,0.10897338633811793,0.023033700658105734
PITX1,UBERON:0000004,nose,CL:1000312,bronchial goblet cell,1,1.752843976020813,0.25,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:1000329,tracheal goblet cell,7181,1.7767959720094695,0.10896482656065067,0.023030493515156958
PITX1,UBERON:0000004,nose,CL:1000348,basal cell of epithelium of trachea,2540,1.7615647683932087,0.0898574309265221,0.008146143089889802
PITX1,UBERON:0000004,nose,CL:1001603,lung macrophage,3,1.7302017211914062,0.1875,9.621428846326538e-06
PITX1,UBERON:0000004,nose,CL:2000093,bronchus fibroblast of lung,1,2.2740206718444824,0.006134969325153374,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:4028004,alveolar type 1 fibroblast cell,1,1.638541579246521,0.14285714285714285,3.207142948775513e-06
PITX1,UBERON:0000004,nose,CL:4028006,alveolar type 2 fibroblast cell,5,2.414933776855469,0.08620689655172414,1.6035714743877563e-05
PITX1,UBERON:0000004,nose,CL:4030023,respiratory hillock cell,983,2.0727330437754325,0.42720556279878313,0.003152621518646329
PITX1,UBERON:0000004,nose,CL:4030031,interstitial cell,6,2.2855350176493325,0.09230769230769231,1.9242857692653075e-05
PITX1,UBERON:0000004,nose,CL:4030034,respiratory ciliated cell,579,1.8024409002590673,0.06354258121158911,0.001856935767341022
PITX1,UBERON:0000004,nose,tissue_stats,tendon of semitendinosus,29162,1.8240906937967218,,0.0935267026721915
PITX1,UBERON:0000029,lymph node,CL:0000000,cell,1981,1.788011253391595,0.0014114884184560838,0.0011441204855321605
PITX1,UBERON:0000029,lymph node,CL:0000031,neuroblast (sensu Vertebrata),10,1.6278427124023438,0.0003660590087122044,5.775469386835742e-06
PITX1,UBERON:0000029,lymph node,CL:0000057,fibroblast,107,1.7685786452248833,0.0015393025664633445,6.179752243914244e-05
PITX1,UBERON:0000029,lymph node,CL:0000066,epithelial cell,224,1.6844468797956194,0.002909242038547457,0.0001293705142651206
PITX1,UBERON:0000029,lymph node,CL:0000071,blood vessel endothelial cell,1,1.3883980512619019,0.003389830508474576,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000076,squamous epithelial cell,1,1.3883980512619019,0.003389830508474576,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000081,blood cell,1,1.9576587677001953,0.005681818181818182,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000082,epithelial cell of lung,2,2.0766782760620117,0.020833333333333332,1.1550938773671484e-06
PITX1,UBERON:0000029,lymph node,CL:0000084,T cell,511,1.7737215344453279,0.0008567141408129563,0.0002951264856673064
PITX1,UBERON:0000029,lymph node,CL:0000097,mast cell,2,1.6909875869750977,0.001063264221158958,1.1550938773671484e-06
PITX1,UBERON:0000029,lymph node,CL:0000113,mononuclear phagocyte,173,1.7596728374503252,0.0009779149496628172,9.991562039225833e-05
PITX1,UBERON:0000029,lymph node,CL:0000115,endothelial cell,57,1.7280053925095944,0.0009318597959717499,3.292017550496373e-05
PITX1,UBERON:0000029,lymph node,CL:0000136,adipocyte,3,1.5948357582092285,0.0009165902841429881,1.7326408160507224e-06
PITX1,UBERON:0000029,lymph node,CL:0000145,professional antigen presenting cell,176,1.7547813762318005,0.0004968958128057956,0.00010164826120830905
PITX1,UBERON:0000029,lymph node,CL:0000150,glandular epithelial cell,15,1.6626665751139322,0.013416815742397137,8.663204080253612e-06
PITX1,UBERON:0000029,lymph node,CL:0000151,secretory cell,17,1.6659984588623047,0.0056685561853951315,9.818297957620761e-06
PITX1,UBERON:0000029,lymph node,CL:0000183,contractile cell,25,1.7606083679199218,0.0018102824040550326,1.4438673467089353e-05
PITX1,UBERON:0000029,lymph node,CL:0000187,muscle cell,10,1.8447134017944335,0.0018964536317087046,5.775469386835742e-06
PITX1,UBERON:0000029,lymph node,CL:0000192,smooth muscle cell,10,1.8447134017944335,0.0018964536317087046,5.775469386835742e-06
PITX1,UBERON:0000029,lymph node,CL:0000232,erythrocyte,1,1.9576587677001953,0.005681818181818182,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000234,phagocyte,173,1.7596728374503252,0.0009779149496628172,9.991562039225833e-05
PITX1,UBERON:0000029,lymph node,CL:0000235,macrophage,125,1.7800579833984376,0.0009221961548109129,7.219336733544677e-05
PITX1,UBERON:0000029,lymph node,CL:0000236,B cell,22,1.6595136469060725,7.938541256959756e-05,1.2706032651038631e-05
PITX1,UBERON:0000029,lymph node,CL:0000442,follicular dendritic cell,15,1.6328160603841146,0.0016818028927009755,8.663204080253612e-06
PITX1,UBERON:0000029,lymph node,CL:0000451,dendritic cell,35,1.709375762939453,0.0011971951428082776,2.0214142853925097e-05
PITX1,UBERON:0000029,lymph node,CL:0000492,CD4-positive helper T cell,20,1.7097061157226563,0.0006068145271397798,1.1550938773671483e-05
PITX1,UBERON:0000029,lymph node,CL:0000542,lymphocyte,548,1.7652766095460766,0.0005852493664248419,0.00031649572239859865
PITX1,UBERON:0000029,lymph node,CL:0000576,monocyte,13,1.6990774594820464,0.0010720765297707407,7.508110202886464e-06
PITX1,UBERON:0000029,lymph node,CL:0000623,natural killer cell,14,1.6417150497436523,0.0002456786873738703,8.085657141570038e-06
PITX1,UBERON:0000029,lymph node,CL:0000624,"CD4-positive, alpha-beta T cell",183,1.7802240757342895,0.0005419701057582103,0.00010569108977909407
PITX1,UBERON:0000029,lymph node,CL:0000625,"CD8-positive, alpha-beta T cell",250,1.761384033203125,0.0014940983116689078,0.00014438673467089355
PITX1,UBERON:0000029,lymph node,CL:0000630,supporting cell,15,1.704538345336914,0.001757057514349303,8.663204080253612e-06
PITX1,UBERON:0000029,lymph node,CL:0000669,pericyte,15,1.704538345336914,0.001757057514349303,8.663204080253612e-06
PITX1,UBERON:0000029,lymph node,CL:0000738,leukocyte,723,1.7637302931578493,0.0006483485048079121,0.0004175664366682241
PITX1,UBERON:0000029,lymph node,CL:0000763,myeloid cell,142,1.7702144569074605,0.000945954047950544,8.201166529306753e-05
PITX1,UBERON:0000029,lymph node,CL:0000764,erythroid lineage cell,1,1.9576587677001953,0.005681818181818182,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000766,myeloid leukocyte,141,1.76888507815963,0.000940394965885672,8.143411835438396e-05
PITX1,UBERON:0000029,lymph node,CL:0000782,myeloid dendritic cell,1,1.4355723857879639,0.0026041666666666665,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000784,plasmacytoid dendritic cell,11,1.7022708546031604,0.0009060209208467178,6.353016325519316e-06
PITX1,UBERON:0000029,lymph node,CL:0000785,mature B cell,16,1.6566331386566162,8.446926902406318e-05,9.240751018937187e-06
PITX1,UBERON:0000029,lymph node,CL:0000787,memory B cell,4,1.6045953035354614,3.354494603456807e-05,2.310187754734297e-06
PITX1,UBERON:0000029,lymph node,CL:0000788,naive B cell,9,1.6766163508097331,0.00014147606696533836,5.197922448152168e-06
PITX1,UBERON:0000029,lymph node,CL:0000789,alpha-beta T cell,435,1.7686416801364941,0.0008500244259892526,0.00025123291832735475
PITX1,UBERON:0000029,lymph node,CL:0000790,immature alpha-beta T cell,2,1.61607027053833,0.0002955082742316785,1.1550938773671484e-06
PITX1,UBERON:0000029,lymph node,CL:0000791,mature alpha-beta T cell,433,1.769346453025765,0.0008574563053732608,0.00025007782444998763
PITX1,UBERON:0000029,lymph node,CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",1,1.856458306312561,4.189534542712305e-05,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000810,"CD4-positive, alpha-beta thymocyte",2,1.61607027053833,0.0002955082742316785,1.1550938773671484e-06
PITX1,UBERON:0000029,lymph node,CL:0000813,memory T cell,4,2.0245752334594727,3.553786559579232e-05,2.310187754734297e-06
PITX1,UBERON:0000029,lymph node,CL:0000815,regulatory T cell,69,1.8203460029933765,0.0008398553988095963,3.9850738769166616e-05
PITX1,UBERON:0000029,lymph node,CL:0000822,B-2 B cell,2,1.4582850933074951,0.0010940919037199124,1.1550938773671484e-06
PITX1,UBERON:0000029,lymph node,CL:0000842,mononuclear cell,721,1.7639319304785022,0.0006476474498320248,0.00041641134279085695
PITX1,UBERON:0000029,lymph node,CL:0000843,follicular B cell,2,1.4582850933074951,0.0010940919037199124,1.1550938773671484e-06
PITX1,UBERON:0000029,lymph node,CL:0000893,thymocyte,2,1.61607027053833,0.0002955082742316785,1.1550938773671484e-06
PITX1,UBERON:0000029,lymph node,CL:0000897,"CD4-positive, alpha-beta memory T cell",4,2.0245752334594727,3.553786559579232e-05,2.310187754734297e-06
PITX1,UBERON:0000029,lymph node,CL:0000904,"central memory CD4-positive, alpha-beta T cell",1,1.6880958080291748,1.2472093690367801e-05,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000906,"activated CD8-positive, alpha-beta T cell",6,1.9046718279520671,0.003215434083601286,3.465281632101445e-06
PITX1,UBERON:0000029,lymph node,CL:0000945,lymphocyte of B lineage,22,1.6595136469060725,7.938541256959756e-05,1.2706032651038631e-05
PITX1,UBERON:0000029,lymph node,CL:0000946,antibody secreting cell,1,2.081632137298584,0.00021132713440405747,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000980,plasmablast,1,2.081632137298584,0.00021132713440405747,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0000988,hematopoietic cell,724,1.7639981264567506,0.0006491427997600682,0.00041814398360690767
PITX1,UBERON:0000029,lymph node,CL:0000990,conventional dendritic cell,7,1.5833514077322823,0.0007110930516050386,4.042828570785019e-06
PITX1,UBERON:0000029,lymph node,CL:0001056,"dendritic cell, human",4,1.6775373220443726,0.0010131712259371835,2.310187754734297e-06
PITX1,UBERON:0000029,lymph node,CL:0001058,"plasmacytoid dendritic cell, human",3,1.7448376019795735,0.004739336492890996,1.7326408160507224e-06
PITX1,UBERON:0000029,lymph node,CL:0001061,abnormal cell,873,1.8428307672000286,0.009882496773755349,0.0005041984774707603
PITX1,UBERON:0000029,lymph node,CL:0001063,neoplastic cell,873,1.8428307672000286,0.009882496773755349,0.0005041984774707603
PITX1,UBERON:0000029,lymph node,CL:0001064,malignant cell,873,1.8428307672000286,0.009882496773755349,0.0005041984774707603
PITX1,UBERON:0000029,lymph node,CL:0001065,innate lymphoid cell,15,1.6327054341634115,0.00023900954444780828,8.663204080253612e-06
PITX1,UBERON:0000029,lymph node,CL:0001067,group 1 innate lymphoid cell,14,1.6417150497436523,0.0002456786873738703,8.085657141570038e-06
PITX1,UBERON:0000029,lymph node,CL:0002038,T follicular helper cell,20,1.7097061157226563,0.0006068145271397798,1.1550938773671483e-05
PITX1,UBERON:0000029,lymph node,CL:0002138,endothelial cell of lymphatic vessel,10,1.7746589660644532,0.0008003201280512205,5.775469386835742e-06
PITX1,UBERON:0000029,lymph node,CL:0002139,endothelial cell of vascular tree,11,1.7395442615855823,0.0008600469116497264,6.353016325519316e-06
PITX1,UBERON:0000029,lymph node,CL:0002144,capillary endothelial cell,1,1.3883980512619019,0.003389830508474576,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0002320,connective tissue cell,125,1.7567239990234376,0.00153709943188805,7.219336733544677e-05
PITX1,UBERON:0000029,lymph node,CL:0002419,mature T cell,501,1.7761965083504865,0.0008894491096632166,0.00028935101628047065
PITX1,UBERON:0000029,lymph node,CL:0002420,immature T cell,2,1.61607027053833,0.0002955082742316785,1.1550938773671484e-06
PITX1,UBERON:0000029,lymph node,CL:0008034,mural cell,15,1.704538345336914,0.001757057514349303,8.663204080253612e-06
PITX1,UBERON:0000029,lymph node,CL:0011026,progenitor cell,13,1.6990774594820464,0.0010720765297707407,7.508110202886464e-06
PITX1,UBERON:0000029,lymph node,CL:0011031,monocyte-derived dendritic cell,1,1.4355723857879639,0.0026041666666666665,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:0011115,precursor cell,23,1.6681057473887568,0.0005831051617483014,1.3283579589722205e-05
PITX1,UBERON:0000029,lymph node,CL:1001609,muscle fibroblast,22,1.8488547585227273,0.011049723756906077,1.2706032651038631e-05
PITX1,UBERON:0000029,lymph node,CL:2000008,microvascular endothelial cell,1,1.3883980512619019,0.003389830508474576,5.775469386835742e-07
PITX1,UBERON:0000029,lymph node,CL:4030006,fallopian tube secretory epithelial cell,15,1.6626665751139322,0.013416815742397137,8.663204080253612e-06
PITX1,UBERON:0000029,lymph node,CL:4033054,perivascular cell,15,1.704538345336914,0.001757057514349303,8.663204080253612e-06
PITX1,UBERON:0000029,lymph node,tissue_stats,tendon of semitendinosus,1981,1.788011253391595,,0.0011441204855321605
PITX1,UBERON:0000030,lamina propria,CL:0000000,cell,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000084,T cell,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000542,lymphocyte,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000625,"CD8-positive, alpha-beta T cell",1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000738,leukocyte,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000789,alpha-beta T cell,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000791,mature alpha-beta T cell,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000813,memory T cell,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000842,mononuclear cell,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000909,"CD8-positive, alpha-beta memory T cell",1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0000988,hematopoietic cell,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,CL:0002419,mature T cell,1,2.1161675453186035,0.0001414027149321267,4.241061961915263e-05
PITX1,UBERON:0000030,lamina propria,tissue_stats,tendon of semitendinosus,1,2.1161675453186035,,4.241061961915263e-05
PITX1,UBERON:0000033,head,CL:0000000,cell,388,2.066286224679849,0.06193136472466081,0.05705043375974121
