gene,tissue_id,tissue,cell_type_id,cell_type,n_cells,mean_expr,pct_cells,tpc
S100A9,UBERON:0000955,brain,CL:0008031,cortical interneuron,118,1.8339061413781117,5.656973586247993e-05,4.421209531273482e-06
S100A9,UBERON:0000955,brain,CL:0008034,mural cell,438,2.2013134542665527,0.004663891048097707,1.6410930294049027e-05
S100A9,UBERON:0000955,brain,CL:0010011,cerebral cortex GABAergic interneuron,102,1.835906982421875,4.952475655183397e-05,3.821723493134704e-06
S100A9,UBERON:0000955,brain,CL:0010012,cerebral cortex neuron,168,1.7912254333496094,2.8077611196950238e-05,6.294603400457161e-06
S100A9,UBERON:0000955,brain,CL:0011005,GABAergic interneuron,102,1.835906982421875,4.952475655183397e-05,3.821723493134704e-06
S100A9,UBERON:0000955,brain,CL:0011020,neural progenitor cell,577,1.9876901504278597,0.0034468957030293255,2.161896525037965e-05
S100A9,UBERON:0000955,brain,CL:0011026,progenitor cell,35059,3.5463243657120853,0.03526647265865084,0.001313586313194212
S100A9,UBERON:0000955,brain,CL:0011115,precursor cell,35848,3.5110653837034143,0.02013950687197188,0.0013431484684499303
S100A9,UBERON:0000955,brain,CL:0012001,neuron of the forebrain,2,1.6310162544250488,5.844535359438925e-05,7.493575476734716e-08
S100A9,UBERON:0000955,brain,CL:0013000,forebrain radial glial cell,34,1.6949347327737248,0.000446927374301676,1.2739078310449016e-06
S100A9,UBERON:0000955,brain,CL:1000042,forebrain neuroblast,26,1.7907742720383863,0.0015200233849751534,9.741648119755129e-07
S100A9,UBERON:0000955,brain,CL:1000272,lung secretory cell,31,1.9287837859122985,0.0640495867768595,1.1615041988938809e-06
S100A9,UBERON:0000955,brain,CL:1000413,endothelial cell of artery,1,1.4278134107589722,0.00014058765640376775,3.746787738367358e-08
S100A9,UBERON:0000955,brain,CL:1001509,glycinergic neuron,1,1.6295782327651978,0.0004073319755600815,3.746787738367358e-08
S100A9,UBERON:0000955,brain,CL:1001569,hippocampal interneuron,5,1.9283868789672851,0.0005034739703957305,1.8733938691836787e-07
S100A9,UBERON:0000955,brain,CL:1001602,cerebral cortex endothelial cell,9,1.915362040201823,0.0014551333872271624,3.3721089645306216e-07
S100A9,UBERON:0000955,brain,CL:1001603,lung macrophage,117,2.7147242880275106,0.536697247706422,4.383741653889808e-06
S100A9,UBERON:0000955,brain,CL:1001611,cerebellar neuron,27,1.9039089061595775,8.84947050668135e-05,1.0116326893591865e-06
S100A9,UBERON:0000955,brain,CL:2000008,microvascular endothelial cell,7,2.1215817587716237,0.0008233356857210068,2.6227514168571504e-07
S100A9,UBERON:0000955,brain,CL:2000029,central nervous system neuron,200,1.8113687133789063,3.138656589068091e-05,7.493575476734715e-06
S100A9,UBERON:0000955,brain,CL:2000030,hypothalamus cell,3,1.5095300674438477,0.00234009360374415,1.1240363215102073e-07
S100A9,UBERON:0000955,brain,CL:2000093,bronchus fibroblast of lung,6,1.7042759259541829,0.14634146341463414,2.2480726430204145e-07
S100A9,UBERON:0000955,brain,CL:2000097,midbrain dopaminergic neuron,1,1.4829659461975098,5.060728744939271e-05,3.746787738367358e-08
S100A9,UBERON:0000955,brain,CL:4023008,intratelencephalic-projecting glutamatergic cortical neuron,25,1.6778184509277343,7.57745676303171e-06,9.366969345918393e-07
S100A9,UBERON:0000955,brain,CL:4023009,extratelencephalic-projecting glutamatergic cortical neuron,3,1.415413538614909,4.279051191715757e-05,1.1240363215102073e-07
S100A9,UBERON:0000955,brain,CL:4023011,lamp5 GABAergic cortical interneuron,10,1.5859130859375,3.203413557486858e-05,3.7467877383673574e-07
S100A9,UBERON:0000955,brain,CL:4023012,near-projecting glutamatergic cortical neuron,1,1.5308953523635864,1.61809679455025e-05,3.746787738367358e-08
S100A9,UBERON:0000955,brain,CL:4023013,corticothalamic-projecting glutamatergic cortical neuron,2,1.4833141565322876,2.278137850121311e-05,7.493575476734716e-08
S100A9,UBERON:0000955,brain,CL:4023015,sncg GABAergic cortical interneuron,1,1.5178756713867188,1.6378943230582762e-05,3.746787738367358e-08
S100A9,UBERON:0000955,brain,CL:4023016,vip GABAergic cortical interneuron,14,1.6794697897774833,2.403169437177718e-05,5.245502833714301e-07
S100A9,UBERON:0000955,brain,CL:4023017,sst GABAergic cortical interneuron,12,1.656959851582845,2.503515352807901e-05,4.496145286040829e-07
S100A9,UBERON:0000955,brain,CL:4023018,pvalb GABAergic cortical interneuron,5,1.6583614349365234,9.152078253929903e-06,1.8733938691836787e-07
S100A9,UBERON:0000955,brain,CL:4023038,L6b glutamatergic cortical neuron,1,1.6777514219284058,1.1788977306218686e-05,3.746787738367358e-08
S100A9,UBERON:0000955,brain,CL:4023040,L2/3-6 intratelencephalic projecting glutamatergic neuron,24,1.6856616338094075,7.306247450424067e-06,8.992290572081658e-07
S100A9,UBERON:0000955,brain,CL:4023051,vascular leptomeningeal cell,15,1.7062557220458985,0.00024920255183413076,5.620181607551036e-07
S100A9,UBERON:0000955,brain,CL:4023054,mesothelial fibroblast,15,1.7062557220458985,0.00024920255183413076,5.620181607551036e-07
S100A9,UBERON:0000955,brain,CL:4023059,differentiation-committed oligodendrocyte precursor,1,1.6995110511779785,0.00035650623885918,3.746787738367358e-08
S100A9,UBERON:0000955,brain,CL:4023064,caudal ganglionic eminence derived interneuron,1,1.448891282081604,2.192309378699522e-05,3.746787738367358e-08
S100A9,UBERON:0000955,brain,CL:4023072,brain vascular cell,35,1.7700182233537947,0.003795683765318295,1.3113757084285752e-06
S100A9,UBERON:0000955,brain,CL:4023111,cerebral cortex pyramidal neuron,3,1.7016293207804363,1.8283875450240432e-05,1.1240363215102073e-07
S100A9,UBERON:0000955,brain,CL:4023161,unipolar brush cell,2,2.474344253540039,0.00013613777142468177,7.493575476734716e-08
S100A9,UBERON:0000955,brain,CL:4030059,L2/3 intratelencephalic projecting glutamatergic neuron,11,1.6850880709561435,1.3939595929131095e-05,4.121466512204093e-07
S100A9,UBERON:0000955,brain,CL:4030063,L4 intratelencephalic projecting glutamatergic neuron,5,1.8232749938964843,0.00020673116679070536,1.8733938691836787e-07
S100A9,UBERON:0000955,brain,CL:4030065,L6 intratelencephalic projecting glutamatergic neuron,2,1.6732686758041382,1.865984960161221e-05,7.493575476734716e-08
S100A9,UBERON:0000955,brain,CL:4033054,perivascular cell,662,2.0645914221818353,0.005337461400156415,2.4803734827991905e-05
S100A9,UBERON:0000955,brain,tissue_stats,tendon of semitendinosus,234094,2.547147193007937,,0.008771005288253681
S100A9,UBERON:0000970,eye,CL:0000000,cell,137280,2.8785286003059443,0.018023361837500643,0.017826726246646937
S100A9,UBERON:0000970,eye,CL:0000006,neuronal receptor cell,556,1.7957401412854093,0.000382189685690227,7.220031900594185e-05
S100A9,UBERON:0000970,eye,CL:0000034,stem cell,100,1.8237992858886718,0.0007646312183633834,1.2985668885960765e-05
S100A9,UBERON:0000970,eye,CL:0000036,epithelial fate stem cell,98,1.8188102877869898,0.00736731318598707,1.2725955508241549e-05
S100A9,UBERON:0000970,eye,CL:0000057,fibroblast,21507,1.9310088357860231,0.02284619846141099,0.0027928278073035815
S100A9,UBERON:0000970,eye,CL:0000066,epithelial cell,65696,3.3802362396492938,0.04529043830990887,0.008531065031320784
S100A9,UBERON:0000970,eye,CL:0000071,blood vessel endothelial cell,1607,1.9748735694908992,0.016585990153681018,0.00020867969899738948
S100A9,UBERON:0000970,eye,CL:0000075,columnar/cuboidal epithelial cell,1281,2.0436037824453552,0.0026631629061531327,0.0001663464184291574
S100A9,UBERON:0000970,eye,CL:0000076,squamous epithelial cell,2045,2.1136479981662593,0.016277570383577564,0.00026555692871789763
S100A9,UBERON:0000970,eye,CL:0000081,blood cell,60,3.7196670532226563,0.28169014084507044,7.791401331576459e-06
S100A9,UBERON:0000970,eye,CL:0000084,T cell,1868,2.0794251664547643,0.035985359275669426,0.0002425722947897471
S100A9,UBERON:0000970,eye,CL:0000094,granulocyte,55,3.848063243519176,0.9016393442622951,7.1421178872784205e-06
S100A9,UBERON:0000970,eye,CL:0000095,neuron associated cell,4310,2.103143806191995,0.006323551635246978,0.000559682328984909
S100A9,UBERON:0000970,eye,CL:0000097,mast cell,96,2.083739916483561,0.01484000618333591,1.2466242130522335e-05
S100A9,UBERON:0000970,eye,CL:0000099,interneuron,180,1.662708706325955,0.00011513250472043269,2.3374203994729376e-05
S100A9,UBERON:0000970,eye,CL:0000101,sensory neuron,556,1.7957401412854093,0.000382189685690227,7.220031900594185e-05
S100A9,UBERON:0000970,eye,CL:0000103,bipolar neuron,138,1.681084784908571,0.00017157243651509029,1.7920223062625857e-05
S100A9,UBERON:0000970,eye,CL:0000113,mononuclear phagocyte,25299,2.923641374164987,0.14864888685198568,0.0032852443714592137
S100A9,UBERON:0000970,eye,CL:0000115,endothelial cell,6332,2.043475692662271,0.01865128691523267,0.0008222525538590357
S100A9,UBERON:0000970,eye,CL:0000125,glial cell,4310,2.103143806191995,0.006323551635246978,0.000559682328984909
S100A9,UBERON:0000970,eye,CL:0000126,macroglial cell,131,1.852259162728113,0.0008043718531253837,1.70112262406086e-05
S100A9,UBERON:0000970,eye,CL:0000127,astrocyte,98,1.8842022954201212,0.0008992723235178065,1.2725955508241549e-05
S100A9,UBERON:0000970,eye,CL:0000128,oligodendrocyte,33,1.7573976227731416,0.0006124380602416347,4.285270732367052e-06
S100A9,UBERON:0000970,eye,CL:0000129,microglial cell,562,2.2158835197258675,0.036888743025927144,7.29794591390995e-05
S100A9,UBERON:0000970,eye,CL:0000132,corneal endothelial cell,70,2.060121372767857,0.0036993975266885106,9.089968220172535e-06
S100A9,UBERON:0000970,eye,CL:0000134,mesenchymal stem cell,1,2.6663167476654053,0.021739130434782608,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,CL:0000145,professional antigen presenting cell,19593,2.7302931053182258,0.1262549456780895,0.0025442821048262928
S100A9,UBERON:0000970,eye,CL:0000148,melanocyte,4522,1.905067845394737,0.017802658981839085,0.0005872119470231458
S100A9,UBERON:0000970,eye,CL:0000150,glandular epithelial cell,43,2.078877471214117,0.029331514324693043,5.583837620963129e-06
S100A9,UBERON:0000970,eye,CL:0000151,secretory cell,298,1.8567730180369129,0.00022728971506412164,3.869729328016308e-05
S100A9,UBERON:0000970,eye,CL:0000159,seromucus secreting cell,6,1.9596261978149414,0.020338983050847456,7.791401331576459e-07
S100A9,UBERON:0000970,eye,CL:0000160,goblet cell,6,1.9596261978149414,0.020338983050847456,7.791401331576459e-07
S100A9,UBERON:0000970,eye,CL:0000183,contractile cell,3229,2.012255572061784,0.009435147604980262,0.0004193072483276731
S100A9,UBERON:0000970,eye,CL:0000187,muscle cell,893,1.9488879435540314,0.003397801512078747,0.00011596202315162963
S100A9,UBERON:0000970,eye,CL:0000192,smooth muscle cell,889,1.949914097651856,0.0033844103930712856,0.0001154425963961912
S100A9,UBERON:0000970,eye,CL:0000210,photoreceptor cell,556,1.7957401412854093,0.000382189685690227,7.220031900594185e-05
S100A9,UBERON:0000970,eye,CL:0000218,myelinating Schwann cell,187,2.258413059826203,0.022527406336585953,2.4283200816746632e-05
S100A9,UBERON:0000970,eye,CL:0000232,erythrocyte,4,2.4804916381835938,0.13333333333333333,5.194267554384306e-07
S100A9,UBERON:0000970,eye,CL:0000233,platelet,1,1.6145776510238647,0.00819672131147541,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,CL:0000234,phagocyte,25299,2.923641374164987,0.14864888685198568,0.0032852443714592137
S100A9,UBERON:0000970,eye,CL:0000235,macrophage,19579,2.730513041715614,0.12671917777188088,0.002542464111182258
S100A9,UBERON:0000970,eye,CL:0000236,B cell,715,2.0365002185314687,0.036528047409829366,9.284753253461947e-05
S100A9,UBERON:0000970,eye,CL:0000287,eye photoreceptor cell,555,1.7942352019988739,0.00038185191988953125,7.207046231708225e-05
S100A9,UBERON:0000970,eye,CL:0000319,mucus secreting cell,6,1.9596261978149414,0.020338983050847456,7.791401331576459e-07
S100A9,UBERON:0000970,eye,CL:0000359,vascular associated smooth muscle cell,383,1.9516105950656821,0.017761083286959748,4.9735111833229726e-05
S100A9,UBERON:0000970,eye,CL:0000451,dendritic cell,13,2.198811751145583,0.019202363367799114,1.6881369551748995e-06
S100A9,UBERON:0000970,eye,CL:0000498,inhibitory interneuron,8,1.4773495197296143,2.165943782929114e-05,1.0388535108768613e-06
S100A9,UBERON:0000970,eye,CL:0000526,afferent neuron,556,1.7957401412854093,0.000382189685690227,7.220031900594185e-05
S100A9,UBERON:0000970,eye,CL:0000529,pigmented epithelial cell,887,2.0958340030915306,0.0029934057330300557,0.00011518288301847198
S100A9,UBERON:0000970,eye,CL:0000540,neuron,742,1.7699450058435815,0.0002140921080801593,9.635366313382887e-05
S100A9,UBERON:0000970,eye,CL:0000542,lymphocyte,4134,2.0524910611695693,0.03375713480806448,0.000536827551745618
S100A9,UBERON:0000970,eye,CL:0000561,amacrine cell,28,1.5238588878086634,4.318521831670188e-05,3.635987288069014e-06
S100A9,UBERON:0000970,eye,CL:0000573,retinal cone cell,1,1.5158389806747437,6.352554044353533e-06,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,CL:0000575,corneal epithelial cell,438,2.622804127871718,0.015237962705260228,5.687722972050815e-05
S100A9,UBERON:0000970,eye,CL:0000576,monocyte,5653,3.5943311350168052,0.4041899041899042,0.0007340798621233621
S100A9,UBERON:0000970,eye,CL:0000604,retinal rod cell,374,1.6605918190696023,0.00028891687073673804,4.8566401633493264e-05
S100A9,UBERON:0000970,eye,CL:0000617,GABAergic neuron,8,1.4773495197296143,2.165943782929114e-05,1.0388535108768613e-06
S100A9,UBERON:0000970,eye,CL:0000622,acinar cell,37,2.0982154639991553,0.03159692570452605,4.804697487805483e-06
S100A9,UBERON:0000970,eye,CL:0000623,natural killer cell,518,2.023616363643219,0.04093567251461988,6.726576482927676e-05
S100A9,UBERON:0000970,eye,CL:0000624,"CD4-positive, alpha-beta T cell",79,2.023215764685522,0.04891640866873065,1.0258678419909005e-05
S100A9,UBERON:0000970,eye,CL:0000625,"CD8-positive, alpha-beta T cell",59,1.713137481172206,0.06303418803418803,7.661544642716852e-06
S100A9,UBERON:0000970,eye,CL:0000630,supporting cell,2336,2.0364793751337755,0.02941546830533659,0.00030334522517604345
S100A9,UBERON:0000970,eye,CL:0000636,Mueller cell,147,2.1818123123272746,0.0005019531783538667,1.9088933262362323e-05
S100A9,UBERON:0000970,eye,CL:0000646,basal cell,98,1.8188102877869898,0.00736731318598707,1.2725955508241549e-05
S100A9,UBERON:0000970,eye,CL:0000666,fenestrated cell,812,2.002646009323045,0.021962566266363736,0.00010544363135400141
S100A9,UBERON:0000970,eye,CL:0000669,pericyte,2336,2.0364793751337755,0.02941546830533659,0.00030334522517604345
S100A9,UBERON:0000970,eye,CL:0000679,glutamatergic neuron,138,1.681084784908571,0.00017157243651509029,1.7920223062625857e-05
S100A9,UBERON:0000970,eye,CL:0000681,radial glial cell,153,2.1874800538705066,0.0005224178728373437,1.986807339551997e-05
S100A9,UBERON:0000970,eye,CL:0000723,somatic stem cell,98,1.8188102877869898,0.00736731318598707,1.2725955508241549e-05
S100A9,UBERON:0000970,eye,CL:0000738,leukocyte,30238,2.8048701654375288,0.10017160159278081,0.003926606557736816
S100A9,UBERON:0000970,eye,CL:0000740,retinal ganglion cell,4,2.5567474365234375,8.941744534358653e-06,5.194267554384306e-07
S100A9,UBERON:0000970,eye,CL:0000745,retina horizontal cell,14,1.7592721666608537,0.0001264439446898059,1.817993644034507e-06
S100A9,UBERON:0000970,eye,CL:0000748,retinal bipolar neuron,138,1.681084784908571,0.00017157243651509029,1.7920223062625857e-05
S100A9,UBERON:0000970,eye,CL:0000749,ON-bipolar cell,50,1.6761424255371093,0.0001560651603257392,6.492834442980382e-06
S100A9,UBERON:0000970,eye,CL:0000750,OFF-bipolar cell,62,1.6447464727586316,0.00017823672136425836,8.051114709295674e-06
S100A9,UBERON:0000970,eye,CL:0000751,rod bipolar cell,15,1.5792280832926433,0.00013592866463679862,1.9478503328941147e-06
S100A9,UBERON:0000970,eye,CL:0000752,cone retinal bipolar cell,1,1.5821657180786133,9.831874938550782e-05,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,CL:0000763,myeloid cell,25843,2.9288123234531596,0.14592320722755506,0.0033558864101988404
S100A9,UBERON:0000970,eye,CL:0000764,erythroid lineage cell,4,2.4804916381835938,0.13333333333333333,5.194267554384306e-07
S100A9,UBERON:0000970,eye,CL:0000766,myeloid leukocyte,25830,2.9292189919667053,0.14630001982385094,0.0033541982732436656
S100A9,UBERON:0000970,eye,CL:0000775,neutrophil,55,3.848063243519176,0.9016393442622951,7.1421178872784205e-06
S100A9,UBERON:0000970,eye,CL:0000784,plasmacytoid dendritic cell,4,3.0419437885284424,0.06557377049180328,5.194267554384306e-07
S100A9,UBERON:0000970,eye,CL:0000786,plasma cell,115,2.3032115106997284,0.022709320695102685,1.493351921885488e-05
S100A9,UBERON:0000970,eye,CL:0000789,alpha-beta T cell,144,1.8877567715115018,0.0511000709723208,1.8699363195783502e-05
S100A9,UBERON:0000970,eye,CL:0000791,mature alpha-beta T cell,144,1.8877567715115018,0.0511000709723208,1.8699363195783502e-05
S100A9,UBERON:0000970,eye,CL:0000814,mature NK T cell,6,1.8213054339090984,0.02247191011235955,7.791401331576459e-07
S100A9,UBERON:0000970,eye,CL:0000842,mononuclear cell,29433,2.801284378928414,0.10057200262424143,0.003822071923204832
S100A9,UBERON:0000970,eye,CL:0000860,classical monocyte,528,3.37497295032848,0.6118192352259559,6.856433171787283e-05
S100A9,UBERON:0000970,eye,CL:0000864,tissue-resident macrophage,562,2.2158835197258675,0.036888743025927144,7.29794591390995e-05
S100A9,UBERON:0000970,eye,CL:0000875,non-classical monocyte,2,2.742605209350586,1.0,2.597133777192153e-07
S100A9,UBERON:0000970,eye,CL:0000878,central nervous system macrophage,562,2.2158835197258675,0.036888743025927144,7.29794591390995e-05
S100A9,UBERON:0000970,eye,CL:0000945,lymphocyte of B lineage,830,2.0734542662838855,0.03368779933436156,0.00010778105175347435
S100A9,UBERON:0000970,eye,CL:0000946,antibody secreting cell,115,2.3032115106997284,0.022709320695102685,1.493351921885488e-05
S100A9,UBERON:0000970,eye,CL:0000988,hematopoietic cell,30251,2.8045761916961425,0.10003406005813358,0.003928294694691991
S100A9,UBERON:0000970,eye,CL:0001061,abnormal cell,231,2.189246371710971,0.02034704483396459,2.9996895126569366e-05
S100A9,UBERON:0000970,eye,CL:0001063,neoplastic cell,231,2.189246371710971,0.02034704483396459,2.9996895126569366e-05
S100A9,UBERON:0000970,eye,CL:0001064,malignant cell,231,2.189246371710971,0.02034704483396459,2.9996895126569366e-05
S100A9,UBERON:0000970,eye,CL:0001065,innate lymphoid cell,518,2.023616363643219,0.04093567251461988,6.726576482927676e-05
S100A9,UBERON:0000970,eye,CL:0001067,group 1 innate lymphoid cell,518,2.023616363643219,0.04093567251461988,6.726576482927676e-05
S100A9,UBERON:0000970,eye,CL:0002138,endothelial cell of lymphatic vessel,408,2.011813294653799,0.08302808302808302,5.298152905471992e-05
S100A9,UBERON:0000970,eye,CL:0002139,endothelial cell of vascular tree,3519,1.9891455591521028,0.020590747914009198,0.00045696568809695933
S100A9,UBERON:0000970,eye,CL:0002144,capillary endothelial cell,10,1.8494571685791015,0.003779289493575208,1.2985668885960765e-06
S100A9,UBERON:0000970,eye,CL:0002243,smooth muscle cell of sphincter of pupil,1,1.518571376800537,0.0007776049766718507,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,CL:0002303,pigmented ciliary epithelial cell,868,2.0983616701468892,0.003257304542964147,0.00011271560593013945
S100A9,UBERON:0000970,eye,CL:0002304,non-pigmented ciliary epithelial cell,324,1.89704668963397,0.0019545506644869,4.207356719051288e-05
S100A9,UBERON:0000970,eye,CL:0002319,neural cell,6534,2.042732007575758,0.001491091107172801,0.0008484836050086763
S100A9,UBERON:0000970,eye,CL:0002320,connective tissue cell,23844,1.9413726658173964,0.02335718945733032,0.003096302889168485
S100A9,UBERON:0000970,eye,CL:0002363,keratocyte,7249,1.9219458610670437,0.03305819044144473,0.0009413311375432959
S100A9,UBERON:0000970,eye,CL:0002367,trabecular meshwork cell,237,2.0519975750758177,0.0022274017405687864,3.0776035259727014e-05
S100A9,UBERON:0000970,eye,CL:0002376,non-myelinating Schwann cell,1060,2.1082008217865567,0.03909996311324235,0.00013764809019118412
S100A9,UBERON:0000970,eye,CL:0002393,intermediate monocyte,30,4.416621907552083,1.0,3.895700665788229e-06
S100A9,UBERON:0000970,eye,CL:0002419,mature T cell,144,1.8877567715115018,0.0511000709723208,1.8699363195783502e-05
S100A9,UBERON:0000970,eye,CL:0002453,oligodendrocyte precursor cell,3,2.4521077473958335,0.0009658725048293626,3.8957006657882297e-07
S100A9,UBERON:0000970,eye,CL:0002573,Schwann cell,3464,2.0906159222538974,0.016447071671058567,0.00044982357020968087
S100A9,UBERON:0000970,eye,CL:0002585,retinal blood vessel endothelial cell,99,1.958749173867582,0.03775743707093822,1.2855812197101158e-05
S100A9,UBERON:0000970,eye,CL:0002586,retinal pigment epithelial cell,1383,2.0068295824295013,0.005960513216134329,0.00017959180069283739
S100A9,UBERON:0000970,eye,CL:0002672,retinal progenitor cell,1,1.4701950550079346,8.515421428206482e-06,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,CL:0004217,H1 horizontal cell,6,1.777878761291504,9.809210848987199e-05,7.791401331576459e-07
S100A9,UBERON:0000970,eye,CL:0004218,H2 horizontal cell,2,1.67972731590271,0.00016926201760324982,2.597133777192153e-07
S100A9,UBERON:0000970,eye,CL:0004232,starburst amacrine cell,2,1.530969500541687,0.00010994447803859051,2.597133777192153e-07
S100A9,UBERON:0000970,eye,CL:0008034,mural cell,2336,2.0364793751337755,0.02941546830533659,0.00030334522517604345
S100A9,UBERON:0000970,eye,CL:0011005,GABAergic interneuron,8,1.4773495197296143,2.165943782929114e-05,1.0388535108768613e-06
S100A9,UBERON:0000970,eye,CL:0011026,progenitor cell,12907,3.2626330431161383,0.19581575992960523,0.001676060283110956
S100A9,UBERON:0000970,eye,CL:0011115,precursor cell,13007,3.2515712693165217,0.06612742506202465,0.0016890459519969168
S100A9,UBERON:0000970,eye,CL:0019018,blood vessel smooth muscle cell,367,1.9590578832808243,0.020141594863070083,4.765740481147601e-05
S100A9,UBERON:0000970,eye,CL:1000412,endothelial cell of arteriole,732,2.0039562788165983,0.023968565815324167,9.50550962452328e-05
S100A9,UBERON:0000970,eye,CL:1000413,endothelial cell of artery,39,1.9728992168719952,0.019677093844601413,5.064410865524698e-06
S100A9,UBERON:0000970,eye,CL:1000414,endothelial cell of venule,1500,1.9985208333333333,0.02189908899789769,0.00019478503328941148
S100A9,UBERON:0000970,eye,CL:1000432,conjunctival epithelial cell,27402,3.736008662688855,0.7214849921011058,0.003558332988130969
S100A9,UBERON:0000970,eye,CL:1000443,ciliary muscle cell,482,1.9391019829081302,0.0020412138870302458,6.259092403033088e-05
S100A9,UBERON:0000970,eye,CL:1001509,glycinergic neuron,12,1.5387097994486492,9.276007606326238e-05,1.5582802663152919e-06
S100A9,UBERON:0000970,eye,CL:2000008,microvascular endothelial cell,10,1.8494571685791015,0.003779289493575208,1.2985668885960765e-06
S100A9,UBERON:0000970,eye,CL:4023188,midget ganglion cell of retina,2,2.751673460006714,5.8188758513742734e-06,2.597133777192153e-07
S100A9,UBERON:0000970,eye,CL:4030027,GABAergic amacrine cell,8,1.4773495197296143,2.165943782929114e-05,1.0388535108768613e-06
S100A9,UBERON:0000970,eye,CL:4030028,glycinergic amacrine cell,12,1.5387097994486492,9.276007606326238e-05,1.5582802663152919e-06
S100A9,UBERON:0000970,eye,CL:4033015,retinal astrocyte,18,1.8143157958984375,0.001355727950591248,2.3374203994729377e-06
S100A9,UBERON:0000970,eye,CL:4033027,diffuse bipolar 1 cell,11,1.5258454409512607,0.00022324599679337569,1.428423577455684e-06
S100A9,UBERON:0000970,eye,CL:4033028,diffuse bipolar 2 cell,6,1.564846674601237,9.005087874649177e-05,7.791401331576459e-07
S100A9,UBERON:0000970,eye,CL:4033029,diffuse bipolar 3a cell,2,1.4870619773864746,9.429958979678438e-05,2.597133777192153e-07
S100A9,UBERON:0000970,eye,CL:4033030,diffuse bipolar 3b cell,3,1.7247021993001301,8.299214341042382e-05,3.8957006657882297e-07
S100A9,UBERON:0000970,eye,CL:4033031,diffuse bipolar 4 cell,3,1.5193436940511067,6.642605672785244e-05,3.8957006657882297e-07
S100A9,UBERON:0000970,eye,CL:4033032,diffuse bipolar 6 cell,6,1.606991132100423,0.00032481593763534,7.791401331576459e-07
S100A9,UBERON:0000970,eye,CL:4033033,flat midget bipolar cell,27,1.6152027271412037,0.00019490644490644492,3.5061305992094064e-06
S100A9,UBERON:0000970,eye,CL:4033034,invaginating midget bipolar cell,9,1.6222721735636394,9.140303661199411e-05,1.1687101997364689e-06
S100A9,UBERON:0000970,eye,CL:4033035,giant bipolar cell,3,1.7147045135498047,0.00012407461019893295,3.8957006657882297e-07
S100A9,UBERON:0000970,eye,CL:4033036,OFFx cell,3,1.7753009796142578,0.0001886080724254998,3.8957006657882297e-07
S100A9,UBERON:0000970,eye,CL:4033046,ON midget ganglion cell,1,4.092405319213867,6.742951929495695e-06,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,CL:4033047,OFF midget ganglion cell,1,1.4109416007995605,5.117550126403488e-06,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,CL:4033054,perivascular cell,2719,2.024524684511769,0.0269266572916873,0.0003530803370092732
S100A9,UBERON:0000970,eye,CL:4033085,CL:4033085,2,1.584287405014038,0.0016433853738701725,2.597133777192153e-07
S100A9,UBERON:0000970,eye,CL:4033095,CL:4033095,1,2.1534695625305176,0.0008143322475570033,1.2985668885960766e-07
S100A9,UBERON:0000970,eye,tissue_stats,tendon of semitendinosus,137283,2.8785043942075856,,0.017827115816713517
S100A9,UBERON:0000974,neck,CL:0000000,cell,147,1.958667988679847,0.007721399306649859,0.0076975441168769965
S100A9,UBERON:0000974,neck,CL:0000031,neuroblast (sensu Vertebrata),3,1.602156639099121,0.0013568521031207597,0.00015709273707912238
S100A9,UBERON:0000974,neck,CL:0000057,fibroblast,3,1.522984504699707,0.002012072434607646,0.00015709273707912238
S100A9,UBERON:0000974,neck,CL:0000066,epithelial cell,1,1.4997754096984863,0.001763668430335097,5.236424569304079e-05
S100A9,UBERON:0000974,neck,CL:0000084,T cell,3,1.7988457679748535,0.0018072289156626507,0.00015709273707912238
S100A9,UBERON:0000974,neck,CL:0000095,neuron associated cell,1,1.6402145624160767,0.005780346820809248,5.236424569304079e-05
S100A9,UBERON:0000974,neck,CL:0000113,mononuclear phagocyte,122,2.016752149237961,0.09838709677419355,0.006388437974550977
S100A9,UBERON:0000974,neck,CL:0000115,endothelial cell,1,1.4997754096984863,0.001763668430335097,5.236424569304079e-05
S100A9,UBERON:0000974,neck,CL:0000125,glial cell,1,1.6402145624160767,0.005780346820809248,5.236424569304079e-05
S100A9,UBERON:0000974,neck,CL:0000145,professional antigen presenting cell,107,1.8606227981709988,0.08734693877551021,0.005602974289155365
S100A9,UBERON:0000974,neck,CL:0000234,phagocyte,122,2.016752149237961,0.09838709677419355,0.006388437974550977
S100A9,UBERON:0000974,neck,CL:0000235,macrophage,103,1.8707179097295965,0.10078277886497064,0.005393517306383201
S100A9,UBERON:0000974,neck,CL:0000236,B cell,10,1.7433576583862305,0.012180267965895249,0.000523642456930408
S100A9,UBERON:0000974,neck,CL:0000451,dendritic cell,4,1.6006735563278198,0.019704433497536946,0.00020945698277216316
S100A9,UBERON:0000974,neck,CL:0000542,lymphocyte,14,1.7342146464756556,0.0045045045045045045,0.0007330994397025711
